number,value,params_lambda_prior,params_one_minus_gamma,params_ucb_alpha,user_attrs_bandit_consulted_ratio_overall,user_attrs_constraints_values,user_attrs_cv_finite_objective,user_attrs_cv_min_symbol_trades,user_attrs_decision_point_ratio_overall,user_attrs_dro_alpha,user_attrs_dro_minimax_max,user_attrs_dro_minimax_mean,user_attrs_dro_minimax_median,user_attrs_dro_minimax_min,user_attrs_dro_minimax_std,user_attrs_dro_pure_min_mean,user_attrs_dro_pure_min_median,user_attrs_dro_pure_min_std,user_attrs_forced_singleton_ratio_overall,user_attrs_full_mean_aggregate_median,user_attrs_h1_mean_aggregate_median,user_attrs_h2_mean_aggregate_median,user_attrs_mean_holding_bars_overall,user_attrs_median_holding_bars_overall,user_attrs_median_max_drawdown_abs,user_attrs_median_min_symbol_trades,user_attrs_median_profit_factor,user_attrs_median_time_between_entries_overall,user_attrs_median_total_trades,user_attrs_memory_horizon_bars,user_attrs_n_seeds,user_attrs_objective_metric_name,user_attrs_objective_score,user_attrs_observed_dro_minimax_median,user_attrs_observed_dro_pure_min_median,user_attrs_observed_median_max_drawdown_abs,user_attrs_observed_median_min_symbol_trades,user_attrs_observed_median_profit_factor,user_attrs_observed_median_total_trades,user_attrs_p25_holding_bars_overall,user_attrs_p75_holding_bars_overall,user_attrs_pending_update_queued_ratio_overall,user_attrs_seeds_used,user_attrs_share_trades_closed_after_horizon_overall,user_attrs_share_trades_closed_before_horizon_overall,user_attrs_valid,state
10,-3.610911654664017,2.5261334080919204,0.002317750943806291,0.025261865407876588,0.8285,"[-25.0, 0.0]",0.0,-25.0,0.8285,0.5,-3.610911654664017,-3.610911654664017,-3.610911654664017,-3.610911654664017,0.0,-4.736977300876551,-4.736977300876551,0.0,0.17149999999999999,-4.945173424288963,-0.23271471602641647,-4.736977300876551,8.55813953488372,4.0,6.291307485490705,75.0,0.7615263016538221,11.0,302.0,431.4527420093573,1,dro_minimax_median,-3.610911654664017,-3.610911654664017,-4.736977300876551,6.291307485490705,75.0,0.7615263016538221,302.0,4.0,8.0,0.8235,3142,0.19767441860465115,0.8023255813953488,True,COMPLETE
11,-1.7918269982444983,0.5339370112355133,0.002939508225013445,0.006058992372914131,0.8345,"[1.0, 0.0]",0.0,1.0,0.8345,0.5,-1.7918269982444983,-1.7918269982444983,-1.7918269982444983,-1.7918269982444983,0.0,-2.048399890682203,-2.048399890682203,0.0,0.16549999999999998,-3.0426523764541877,-1.0221083209313846,-2.048399890682203,8.13,4.0,5.995144003486219,49.0,0.6005241994442867,11.5,232.0,340.19295863525815,1,dro_minimax_median,-1.7918269982444983,-1.7918269982444983,-2.048399890682203,5.995144003486219,49.0,0.6005241994442867,232.0,4.0,8.5,0.833,3142,0.1927710843373494,0.8072289156626506,False,COMPLETE
12,-1.7483506364778496,0.7530055762169792,0.0024969732659839597,0.019835938884906982,0.8125,"[-37.0, 0.0]",0.0,-37.0,0.8125,0.5,-1.7483506364778496,-1.7483506364778496,-1.7483506364778496,-1.7483506364778496,0.0,-2.0184553162563255,-2.0184553162563255,0.0,0.1875,-2.9448508792918715,-0.938036597142422,-2.0184553162563255,7.551724137931035,4.0,4.981538126970541,87.0,0.8113919255751191,11.0,315.0,400.4848644648741,1,dro_minimax_median,-1.7483506364778496,-1.7483506364778496,-2.0184553162563255,4.981538126970541,87.0,0.8113919255751191,315.0,4.0,8.0,0.8095,3142,0.2127659574468085,0.7872340425531915,True,COMPLETE
13,-2.8084230189043327,0.7177958873565421,0.002367069231786603,0.04370729880106695,0.8125,"[-43.0, 0.0]",0.0,-43.0,0.8125,0.5,-2.8084230189043327,-2.8084230189043327,-2.8084230189043327,-2.8084230189043327,0.0,-3.5730438929609663,-3.5730438929609663,0.0,0.1875,-4.093198239982595,-0.5145603967344314,-3.5730438929609663,7.666666666666667,4.0,9.072759323338197,93.0,0.6756856277671985,10.0,284.0,422.4633511226986,1,dro_minimax_median,-2.8084230189043327,-2.8084230189043327,-3.5730438929609663,9.072759323338197,93.0,0.6756856277671985,284.0,4.0,8.75,0.811,3142,0.22340425531914893,0.776595744680851,True,COMPLETE
14,-2.995982742554821,2.595559564938279,0.002416351362143766,0.009123925175045422,0.8005,"[-33.0, 0.0]",0.0,-33.0,0.8005,0.5,-2.995982742554821,-2.995982742554821,-2.995982742554821,-2.995982742554821,0.0,-3.472313494721583,-3.472313494721583,0.0,0.1995,-4.995509063532766,-1.5669904860545352,-3.472313494721583,7.16,4.0,6.898946643870129,83.0,0.6827449435329342,10.0,310.0,413.84709842562324,1,dro_minimax_median,-2.995982742554821,-2.995982742554821,-3.472313494721583,6.898946643870129,83.0,0.6827449435329342,310.0,4.0,5.25,0.7955,3142,0.11,0.89,True,COMPLETE
15,-1.9415509256221744,0.5435386713142417,0.0025741924979071234,0.01849508988551053,0.846,"[-22.0, 0.0]",0.0,-22.0,0.846,0.5,-1.9415509256221744,-1.9415509256221744,-1.9415509256221744,-1.9415509256221744,0.0,-2.532701938817228,-2.532701938817228,0.0,0.15400000000000003,-2.676333109540367,-0.1680978860370145,-2.532701938817228,7.673684210526316,4.0,5.364191681014862,72.0,0.8486136109799347,12.5,244.0,388.47133647270846,1,dro_minimax_median,-1.9415509256221744,-1.9415509256221744,-2.532701938817228,5.364191681014862,72.0,0.8486136109799347,244.0,4.0,8.0,0.841,3142,0.22105263157894736,0.7789473684210526,True,COMPLETE
16,-4.037382553655377,1.6171927281770309,0.004217197471793307,0.00760291412775734,0.7585,"[-65.0, 0.0]",0.0,-65.0,0.7585,0.5,-4.037382553655377,-4.037382553655377,-4.037382553655377,-4.037382553655377,0.0,-5.15613757954259,-5.15613757954259,0.0,0.24150000000000005,-5.8392621425763,-0.6811174759937346,-5.15613757954259,6.28695652173913,4.0,7.730864860071495,115.0,0.6362452684525548,9.0,357.0,237.12430036499174,1,dro_minimax_median,-4.037382553655377,-4.037382553655377,-5.15613757954259,7.730864860071495,115.0,0.6362452684525548,357.0,4.0,6.0,0.754,3142,0.13043478260869565,0.8695652173913043,True,COMPLETE
17,-3.977788664524615,0.5411355757992977,0.005149945305944355,0.05585129414253426,0.7405,"[-75.0, 0.0]",0.0,-75.0,0.7405,0.5,-3.977788664524615,-3.977788664524615,-3.977788664524615,-3.977788664524615,0.0,-4.538612366539019,-4.538612366539019,0.0,0.25949999999999995,-6.736266260311971,-2.2953175584814023,-4.538612366539019,6.688,4.0,8.409088699992829,125.0,0.6430583379021255,8.0,421.0,194.17681947917853,1,dro_minimax_median,-3.977788664524615,-3.977788664524615,-4.538612366539019,8.409088699992829,125.0,0.6430583379021255,421.0,4.0,5.0,0.7355,3142,0.176,0.824,True,COMPLETE
18,-4.253381705667925,0.61721308216835,0.0022398459827696407,0.19398377502757316,0.7025,"[-81.0, 0.0]",0.0,-81.0,0.7025,0.5,-4.253381705667925,-4.253381705667925,-4.253381705667925,-4.253381705667925,0.0,-5.370495558748814,-5.370495558748814,0.0,0.2975,-6.239896892152775,-0.9020401464252573,-5.370495558748814,6.946308724832215,4.0,9.967764889115383,131.0,0.6757300026584538,7.0,470.0,446.45926893753125,1,dro_minimax_median,-4.253381705667925,-4.253381705667925,-5.370495558748814,9.967764889115383,131.0,0.6757300026584538,470.0,4.0,5.0,0.701,3142,0.18120805369127516,0.8187919463087249,True,COMPLETE
19,-3.9035515193942363,22.741372929666852,0.0033750983574665546,0.053041430114290924,0.7425,"[-64.0, 0.0]",0.0,-64.0,0.7425,0.5,-3.9035515193942363,-3.9035515193942363,-3.9035515193942363,-3.9035515193942363,0.0,-4.658863574764243,-4.658863574764243,0.0,0.25749999999999995,-6.243569483117169,-1.6376153532842164,-4.658863574764243,7.2265625,4.0,8.733651869601644,114.0,0.6383176914942855,8.0,410.0,296.2876615988841,1,dro_minimax_median,-3.9035515193942363,-3.9035515193942363,-4.658863574764243,8.733651869601644,114.0,0.6383176914942855,410.0,4.0,7.0,0.7375,3142,0.1953125,0.8046875,True,COMPLETE
20,-2.74421999958874,10.50562584864767,0.002312723482128998,0.02497273371403791,0.7905,"[-25.0, 0.0]",0.0,-25.0,0.7905,0.5,-2.74421999958874,-2.74421999958874,-2.74421999958874,-2.74421999958874,0.0,-3.5977974578836225,-3.5977974578836225,0.0,0.20950000000000002,-3.7437537739543836,-0.18348762470409286,-3.5977974578836225,7.190476190476191,4.0,8.305476205093932,75.0,0.7162593816339214,10.0,340.0,432.39064580234265,1,dro_minimax_median,-2.74421999958874,-2.74421999958874,-3.5977974578836225,8.305476205093932,75.0,0.7162593816339214,340.0,4.0,7.0,0.789,3142,0.2,0.8,True,COMPLETE
21,-3.20927641549351,0.751204849703402,0.0023876560439054528,0.014953629891931173,0.7785,"[-46.0, 0.0]",0.0,-46.0,0.7785,0.5,-3.20927641549351,-3.20927641549351,-3.20927641549351,-3.20927641549351,0.0,-3.6364992933985505,-3.6364992933985505,0.0,0.22150000000000003,-5.502866710589909,-1.9276077817783879,-3.6364992933985505,6.0,4.0,8.188018278216447,96.0,0.6682409193544114,8.0,375.0,418.8207939550268,1,dro_minimax_median,-3.20927641549351,-3.20927641549351,-3.6364992933985505,8.188018278216447,96.0,0.6682409193544114,375.0,4.0,5.0,0.7735,3142,0.12612612612612611,0.8738738738738738,True,COMPLETE
22,-4.279652491286119,1.0574347654943264,0.0027467585199572563,0.02439590305161997,0.7825,"[-51.0, 0.0]",0.0,-51.0,0.7825,0.5,-4.279652491286119,-4.279652491286119,-4.279652491286119,-4.279652491286119,0.0,-4.986713696279307,-4.986713696279307,0.0,0.21750000000000003,-7.028317088075165,-2.1584688763065554,-4.986713696279307,6.6422018348623855,4.0,7.135972509969479,101.0,0.6889525681880588,9.0,360.0,364.06549492219705,1,dro_minimax_median,-4.279652491286119,-4.279652491286119,-4.986713696279307,7.135972509969479,101.0,0.6889525681880588,360.0,4.0,6.0,0.781,3142,0.1485148514851485,0.8514851485148515,True,COMPLETE
23,-2.799928251344176,0.5672878562023523,0.0023147334766923286,0.015790882272181995,0.758,"[-28.0, 0.0]",0.0,-28.0,0.758,0.5,-2.799928251344176,-2.799928251344176,-2.799928251344176,-2.799928251344176,0.0,-3.206511398753191,-3.206511398753191,0.0,0.242,-4.739371144425749,-1.5801788091171314,-3.206511398753191,5.3884297520661155,4.0,7.173219191339575,78.0,0.6877969050452799,8.5,374.0,432.01518017917306,1,dro_minimax_median,-2.799928251344176,-2.799928251344176,-3.206511398753191,7.173219191339575,78.0,0.6877969050452799,374.0,4.0,4.0,0.753,3142,0.06857142857142857,0.9314285714285714,True,COMPLETE
24,-3.850765449612682,1.739609397107482,0.0032050019232489164,0.018390554663838283,0.7805,"[-57.0, 0.0]",0.0,-57.0,0.7805,0.5,-3.850765449612682,-3.850765449612682,-3.850765449612682,-3.850765449612682,0.0,-4.399841092811623,-4.399841092811623,0.0,0.21950000000000003,-6.505151081756691,-2.203538520015861,-4.399841092811623,7.2272727272727275,4.0,9.633864196436392,107.0,0.6215349373656615,10.0,349.0,312.01229326761154,1,dro_minimax_median,-3.850765449612682,-3.850765449612682,-4.399841092811623,9.633864196436392,107.0,0.6215349373656615,349.0,4.0,7.0,0.779,3142,0.15454545454545454,0.8454545454545455,True,COMPLETE
25,-4.424113885021895,0.5787629187951492,0.0028178082661590997,0.031642192656522704,0.778,"[-37.0, 0.0]",0.0,-37.0,0.778,0.5,-4.424113885021895,-4.424113885021895,-4.424113885021895,-4.424113885021895,0.0,-5.654414165009911,-5.654414165009911,0.0,0.22199999999999998,-6.413048601424847,-0.7332130450578491,-5.654414165009911,7.693693693693693,4.0,9.205042206707216,87.0,0.592337351286654,12.0,349.0,354.8857500383022,1,dro_minimax_median,-4.424113885021895,-4.424113885021895,-5.654414165009911,9.205042206707216,87.0,0.592337351286654,349.0,4.0,8.0,0.7755,3142,0.18018018018018017,0.8198198198198198,True,COMPLETE
26,-3.540731020027372,8.523882714900125,0.0028958178885991432,0.16243542340606076,0.6685,"[-83.0, 0.0]",0.0,-83.0,0.6685,0.5,-3.540731020027372,-3.540731020027372,-3.540731020027372,-3.540731020027372,0.0,-4.732575139829131,-4.732575139829131,0.0,0.3315,-4.698670304288262,0.03480133937790638,-4.732575139829131,6.572289156626506,4.0,8.633550192557616,133.0,0.7122933610898795,8.0,482.0,345.32558277818765,1,dro_minimax_median,-3.540731020027372,-3.540731020027372,-4.732575139829131,8.633550192557616,133.0,0.7122933610898795,482.0,4.0,5.0,0.667,3142,0.15060240963855423,0.8493975903614458,True,COMPLETE
27,-2.796013383470945,1.393960619122641,0.0023867457534768478,0.007647047840054799,0.846,"[-20.0, 0.0]",0.0,-20.0,0.846,0.5,-2.796013383470945,-2.796013383470945,-2.796013383470945,-2.796013383470945,0.0,-3.755607871568175,-3.755607871568175,0.0,0.15400000000000003,-3.692694169796747,0.08277008082074507,-3.755607871568175,7.333333333333333,4.0,5.388714815735229,70.0,0.6943596525746243,12.0,234.0,418.9805296786507,1,dro_minimax_median,-2.796013383470945,-2.796013383470945,-3.755607871568175,5.388714815735229,70.0,0.6943596525746243,234.0,4.0,8.0,0.843,3142,0.19540229885057472,0.8045977011494253,True,COMPLETE
28,-4.141532802717573,1.0029851384070134,0.002227002907609902,0.03575005506120155,0.7985,"[-45.0, 0.0]",0.0,-45.0,0.7985,0.5,-4.141532802717573,-4.141532802717573,-4.141532802717573,-4.141532802717573,0.0,-5.098638467732855,-5.098638467732855,0.0,0.2015,-6.301140285640224,-1.2702158076717263,-5.098638467732855,7.2772277227722775,4.0,8.2928076501958,95.0,0.6374600021202802,11.0,334.0,449.03398939574595,1,dro_minimax_median,-4.141532802717573,-4.141532802717573,-5.098638467732855,8.2928076501958,95.0,0.6374600021202802,334.0,4.0,8.0,0.797,3142,0.18947368421052632,0.8105263157894737,True,COMPLETE
29,-5.141840952146955,7.056885837534306,0.00532654639385763,0.005888188612771126,0.7545,"[-61.0, 0.0]",0.0,-61.0,0.7545,0.5,-5.141840952146955,-5.141840952146955,-5.141840952146955,-5.141840952146955,0.0,-6.009037927562737,-6.009037927562737,0.0,0.24550000000000005,-8.397115553014016,-2.5402500258996077,-6.009037927562737,6.594594594594595,4.0,11.365500183622101,111.0,0.5603454925733653,9.0,397.0,187.73890736278236,1,dro_minimax_median,-5.141840952146955,-5.141840952146955,-6.009037927562737,11.365500183622101,111.0,0.5603454925733653,397.0,4.0,5.0,0.7495,3142,0.17117117117117117,0.8288288288288288,True,COMPLETE
30,-1.3899011772836212,0.5140853454928769,0.0023118313799302148,0.006129183149795975,0.8465,"[-3.0, 0.0]",0.0,-3.0,0.8465,0.5,-1.3899011772836212,-1.3899011772836212,-1.3899011772836212,-1.3899011772836212,0.0,-1.5664502760357728,-1.5664502760357728,0.0,0.15349999999999997,-2.425135286941771,-1.5664502760357728,-0.8602538810271657,6.7631578947368425,4.0,3.3691954431566695,53.0,0.7677691497941098,12.5,214.0,432.557499081177,1,dro_minimax_median,-1.3899011772836212,-1.3899011772836212,-1.5664502760357728,3.3691954431566695,53.0,0.7677691497941098,214.0,4.0,7.0,0.8415,3142,0.13157894736842105,0.868421052631579,True,COMPLETE
31,-3.593480823995456,0.5524804511133177,0.002543764437670328,0.009033844806376019,0.8325,"[-15.0, 0.0]",0.0,-15.0,0.8325,0.5,-3.593480823995456,-3.593480823995456,-3.593480823995456,-3.593480823995456,0.0,-4.005082847752802,-4.005082847752802,0.0,0.16749999999999998,-6.264232123319805,-2.358674752723418,-4.005082847752802,6.369230769230769,4.0,6.86055892804035,65.0,0.5123920991193683,12.0,297.0,393.1181618828811,1,dro_minimax_median,-3.593480823995456,-3.593480823995456,-4.005082847752802,6.86055892804035,65.0,0.5123920991193683,297.0,4.0,5.0,0.829,3142,0.12307692307692308,0.8769230769230769,True,COMPLETE
32,-4.370505575929327,0.7645433845536519,0.0022971806258349848,0.0077035399156154625,0.772,"[-28.0, 0.0]",0.0,-28.0,0.772,0.5,-4.370505575929327,-4.370505575929327,-4.370505575929327,-4.370505575929327,0.0,-5.56200473513698,-5.56200473513698,0.0,0.22799999999999998,-6.380189324635947,-0.7960080983063703,-5.56200473513698,6.719298245614035,4.0,7.809944936451407,78.0,0.5929057079122299,11.0,329.0,435.31622579156897,1,dro_minimax_median,-4.370505575929327,-4.370505575929327,-5.56200473513698,7.809944936451407,78.0,0.5929057079122299,329.0,4.0,6.0,0.769,3142,0.12280701754385964,0.8771929824561403,True,COMPLETE
33,-1.7245191690570953,0.545338916545336,0.002335957598116503,0.005902479033653026,0.8405,"[-16.0, 0.0]",0.0,-16.0,0.8405,0.5,-1.7245191690570953,-1.7245191690570953,-1.7245191690570953,-1.7245191690570953,0.0,-1.9045309238938841,-1.9045309238938841,0.0,0.15949999999999998,-3.0778131755725417,-1.1844839045467292,-1.9045309238938841,6.422018348623853,4.0,5.39467120361693,66.0,0.7162792125098824,11.0,255.0,428.0899622520144,1,dro_minimax_median,-1.7245191690570953,-1.7245191690570953,-1.9045309238938841,5.39467120361693,66.0,0.7162792125098824,255.0,4.0,5.0,0.837,3142,0.15151515151515152,0.8484848484848485,True,COMPLETE
34,-1.8244071820544956,0.8472169998191411,0.002485848032896395,0.005946539752602786,0.8505,"[-20.0, 0.0]",0.0,-20.0,0.8505,0.5,-1.8244071820544956,-1.8244071820544956,-1.8244071820544956,-1.8244071820544956,0.0,-1.8665029012336465,-1.8665029012336465,0.0,0.14949999999999997,-3.539076367363684,-1.6981200245170431,-1.8665029012336465,7.213333333333333,4.0,5.830232909740218,70.0,0.7154029468723846,12.0,249.0,402.277205511572,1,dro_minimax_median,-1.8244071820544956,-1.8244071820544956,-1.8665029012336465,5.830232909740218,70.0,0.7154029468723846,249.0,4.0,7.5,0.847,3142,0.15714285714285714,0.8428571428571429,True,COMPLETE
35,-3.7006974609864867,0.8328959006054334,0.002595681017364537,0.005085680341023481,0.8625,"[-12.0, 0.0]",0.0,-12.0,0.8625,0.5,-3.7006974609864867,-3.7006974609864867,-3.7006974609864867,-3.7006974609864867,0.0,-4.898520161256703,-4.898520161256703,0.0,0.13749999999999996,-5.041503751301797,-0.10722936017583858,-4.898520161256703,8.594202898550725,4.0,6.610246785230722,62.0,0.6727807491819939,14.5,304.0,385.25535044954256,1,dro_minimax_median,-3.7006974609864867,-3.7006974609864867,-4.898520161256703,6.610246785230722,62.0,0.6727807491819939,304.0,4.0,8.0,0.861,3142,0.22580645161290322,0.7741935483870968,True,COMPLETE
36,-3.236670877792804,0.7042146512811668,0.002478188818803317,0.0070853245805450275,0.786,"[-29.0, 0.0]",0.0,-29.0,0.786,0.5,-3.236670877792804,-3.236670877792804,-3.236670877792804,-3.236670877792804,0.0,-3.6723352872197155,-3.6723352872197155,0.0,0.21399999999999997,-5.530738757431256,-1.92967764951207,-3.6723352872197155,6.714285714285714,4.0,6.723777586817525,79.0,0.6561044048612492,10.0,319.0,403.520503527607,1,dro_minimax_median,-3.236670877792804,-3.236670877792804,-3.6723352872197155,6.723777586817525,79.0,0.6561044048612492,319.0,4.0,6.0,0.781,3142,0.17293233082706766,0.8270676691729323,True,COMPLETE
37,-3.7765892305482915,29.71201700244752,0.002921292213362046,0.007402668278370525,0.7585,"[-29.0, 0.0]",0.0,-29.0,0.7585,0.5,-3.7765892305482915,-3.7765892305482915,-3.7765892305482915,-3.7765892305482915,0.0,-4.942110634334996,-4.942110634334996,0.0,0.24150000000000005,-5.208537987046946,-0.28002501918817924,-4.942110634334996,6.775,4.0,8.976275484633467,79.0,0.6690536521096488,11.0,360.0,342.3142660723843,1,dro_minimax_median,-3.7765892305482915,-3.7765892305482915,-4.942110634334996,8.976275484633467,79.0,0.6690536521096488,360.0,4.0,5.25,0.7535,3142,0.13333333333333333,0.8666666666666667,True,COMPLETE
