number,value,params_lambda_prior,params_one_minus_gamma,params_ucb_alpha,user_attrs_bandit_consulted_ratio_overall,user_attrs_constraints_values,user_attrs_cv_finite_objective,user_attrs_cv_min_symbol_trades,user_attrs_decision_point_ratio_overall,user_attrs_dro_alpha,user_attrs_dro_minimax_max,user_attrs_dro_minimax_mean,user_attrs_dro_minimax_median,user_attrs_dro_minimax_min,user_attrs_dro_minimax_std,user_attrs_dro_pure_min_mean,user_attrs_dro_pure_min_median,user_attrs_dro_pure_min_std,user_attrs_forced_singleton_ratio_overall,user_attrs_full_mean_aggregate_median,user_attrs_h1_mean_aggregate_median,user_attrs_h2_mean_aggregate_median,user_attrs_mean_holding_bars_overall,user_attrs_median_holding_bars_overall,user_attrs_median_max_drawdown_abs,user_attrs_median_min_symbol_trades,user_attrs_median_profit_factor,user_attrs_median_time_between_entries_overall,user_attrs_median_total_trades,user_attrs_memory_horizon_bars,user_attrs_n_seeds,user_attrs_objective_metric_name,user_attrs_objective_score,user_attrs_observed_dro_minimax_median,user_attrs_observed_dro_pure_min_median,user_attrs_observed_median_max_drawdown_abs,user_attrs_observed_median_min_symbol_trades,user_attrs_observed_median_profit_factor,user_attrs_observed_median_total_trades,user_attrs_p25_holding_bars_overall,user_attrs_p75_holding_bars_overall,user_attrs_pending_update_queued_ratio_overall,user_attrs_seeds_used,user_attrs_share_trades_closed_after_horizon_overall,user_attrs_share_trades_closed_before_horizon_overall,user_attrs_valid,state
15,-4.544942107139262,22.353152054507657,0.0025881362014781267,0.053898931663718015,0.6665,"[-103.0, 0.0]",0.0,-103.0,0.6665,0.5,-4.544942107139262,-4.544942107139262,-4.544942107139262,-4.544942107139262,0.0,-5.616505306442413,-5.616505306442413,0.0,0.3335,-6.873993501929295,-1.3302525092298085,-5.616505306442413,6.544910179640719,4.0,9.612370843533569,153.0,0.6841119815452993,9.0,489.0,386.37842916801816,1,dro_minimax_median,-4.544942107139262,-4.544942107139262,-5.616505306442413,9.612370843533569,153.0,0.6841119815452993,489.0,4.0,7.0,0.664,3142,0.16766467065868262,0.8323353293413174,True,COMPLETE
16,-5.111439478436371,1.4297112554736209,0.002956776086317232,0.011556884437339201,0.6585,"[-113.0, 0.0]",0.0,-113.0,0.6585,0.5,-5.111439478436371,-5.111439478436371,-5.111439478436371,-5.111439478436371,0.0,-6.097830256050174,-6.097830256050174,0.0,0.3415,-8.133018120490599,-2.1522671455949625,-6.097830256050174,5.6647058823529415,4.0,11.109393402684297,163.0,0.6260767926079653,8.0,526.0,338.2061985104645,1,dro_minimax_median,-5.111439478436371,-5.111439478436371,-6.097830256050174,11.109393402684297,163.0,0.6260767926079653,526.0,4.0,6.0,0.657,3142,0.1,0.9,True,COMPLETE
17,-3.648826374237975,17.558875615589788,0.003535429136882366,0.1609835072793477,0.6255,"[-119.0, 0.0]",0.0,-119.0,0.6255,0.5,-3.648826374237975,-3.648826374237975,-3.648826374237975,-3.648826374237975,0.0,-4.270896384226115,-4.270896384226115,0.0,0.37450000000000006,-5.974999434623292,-1.7826163442735539,-4.270896384226115,5.846153846153846,4.0,8.289376099586466,169.0,0.6914789414257461,7.0,551.0,282.85109424702716,1,dro_minimax_median,-3.648826374237975,-3.648826374237975,-4.270896384226115,8.289376099586466,169.0,0.6914789414257461,551.0,4.0,5.0,0.621,3142,0.13368983957219252,0.8663101604278075,True,COMPLETE
18,-6.503568953328454,13.219912021211915,0.0052854568783927,0.107255830353027,0.644,"[-112.0, 0.0]",0.0,-112.0,0.644,0.5,-6.503568953328454,-6.503568953328454,-6.503568953328454,-6.503568953328454,0.0,-7.6868789333138166,-7.6868789333138166,0.0,0.356,-10.411204866796266,-2.953639013372367,-7.6868789333138166,6.207865168539326,4.0,14.326388655520217,162.0,0.5975255354681787,8.0,530.0,189.1984029021345,1,dro_minimax_median,-6.503568953328454,-6.503568953328454,-7.6868789333138166,14.326388655520217,162.0,0.5975255354681787,530.0,4.0,6.0,0.6415,3142,0.1348314606741573,0.8651685393258427,True,COMPLETE
19,-6.7277278120637165,0.6514843360244341,0.004269981831332324,0.01724871925472355,0.627,"[-100.0, 0.0]",0.0,-100.0,0.627,0.5,-6.7277278120637165,-6.7277278120637165,-6.7277278120637165,-6.7277278120637165,0.0,-8.58902967492215,-8.58902967492215,0.0,0.373,-9.640347703123897,-1.1438222234884148,-8.58902967492215,5.666666666666667,4.0,10.503018598104653,150.0,0.6138293336890179,8.0,525.0,234.1930339520857,1,dro_minimax_median,-6.7277278120637165,-6.7277278120637165,-8.58902967492215,10.503018598104653,150.0,0.6138293336890179,525.0,4.0,6.0,0.6245,3142,0.10052910052910052,0.8994708994708994,True,COMPLETE
20,-5.23138192381027,3.2138741481994706,0.004333662840303737,0.018869603931579118,0.6445,"[-95.0, 0.0]",0.0,-95.0,0.6445,0.5,-5.23138192381027,-5.23138192381027,-5.23138192381027,-5.23138192381027,0.0,-6.578223419759411,-6.578223419759411,0.0,0.35550000000000004,-7.688535618057787,-1.190857435962848,-6.578223419759411,6.067415730337078,4.0,11.613303562625877,145.0,0.6347188522595613,8.0,523.0,230.75168439497529,1,dro_minimax_median,-5.23138192381027,-5.23138192381027,-6.578223419759411,11.613303562625877,145.0,0.6347188522595613,523.0,4.0,6.0,0.643,3142,0.15168539325842698,0.848314606741573,True,COMPLETE
21,-3.8547797590242423,6.197059580731719,0.003161635901315752,0.04322169923309103,0.6435,"[-103.0, 0.0]",0.0,-103.0,0.6435,0.5,-3.8547797590242423,-3.8547797590242423,-3.8547797590242423,-3.8547797590242423,0.0,-4.831946475696358,-4.831946475696358,0.0,0.35650000000000004,-5.70942131045807,-0.9232796090078951,-4.831946475696358,6.021857923497268,4.0,8.222926137171438,153.0,0.7219073396248311,8.0,514.0,316.2919549287248,1,dro_minimax_median,-3.8547797590242423,-3.8547797590242423,-4.831946475696358,8.222926137171438,153.0,0.7219073396248311,514.0,4.0,5.75,0.639,3142,0.14754098360655737,0.8524590163934426,True,COMPLETE
22,-3.791925310778907,7.255149305046217,0.002324065063254113,0.05918485421775255,0.686,"[-89.0, 0.0]",0.0,-89.0,0.686,0.5,-3.791925310778907,-3.791925310778907,-3.791925310778907,-3.791925310778907,0.0,-4.7470500195036625,-4.7470500195036625,0.0,0.31399999999999995,-5.626508280035221,-0.9265511846046404,-4.7470500195036625,6.726114649681529,4.0,9.707293835804387,139.0,0.707095548790343,9.0,495.0,430.280552731092,1,dro_minimax_median,-3.791925310778907,-3.791925310778907,-4.7470500195036625,9.707293835804387,139.0,0.707095548790343,495.0,4.0,7.0,0.683,3142,0.18471337579617833,0.8152866242038217,True,COMPLETE
23,-4.625200025335269,13.582892560102442,0.003326105468469045,0.05311557158032529,0.6615,"[-101.0, 0.0]",0.0,-101.0,0.6615,0.5,-4.625200025335269,-4.625200025335269,-4.625200025335269,-4.625200025335269,0.0,-5.765589087367761,-5.765589087367761,0.0,0.3385,-6.8916841308984305,-1.2040328392377935,-5.765589087367761,6.1301775147929,4.0,8.829719902526623,151.0,0.7143495815157316,8.0,510.0,300.65192143780234,1,dro_minimax_median,-4.625200025335269,-4.625200025335269,-5.765589087367761,8.829719902526623,151.0,0.7143495815157316,510.0,4.0,6.0,0.657,3142,0.15976331360946747,0.8402366863905325,True,COMPLETE
24,-3.4686354581223515,23.86765014051994,0.00226451683582144,0.050378922605330376,0.6815,"[-84.0, 0.0]",0.0,-84.0,0.6815,0.5,-3.4686354581223515,-3.4686354581223515,-3.4686354581223515,-3.4686354581223515,0.0,-4.403370865267974,-4.403370865267974,0.0,0.3185,-5.039433475429322,-0.664429236685482,-4.403370865267974,6.427672955974843,4.0,7.109256770220796,134.0,0.7558066793680425,9.0,474.0,441.5953037669759,1,dro_minimax_median,-3.4686354581223515,-3.4686354581223515,-4.403370865267974,7.109256770220796,134.0,0.7558066793680425,474.0,4.0,6.5,0.677,3142,0.16981132075471697,0.8301886792452831,True,COMPLETE
25,-4.32211914663722,28.027480944523504,0.0022585984838503948,0.020897765867403176,0.7015,"[-87.0, 0.0]",0.0,-87.0,0.7015,0.5,-4.32211914663722,-4.32211914663722,-4.32211914663722,-4.32211914663722,0.0,-5.304673501683925,-5.304673501683925,0.0,0.2985,-6.593382789290051,-1.374456081497107,-5.304673501683925,7.120805369127517,4.0,9.744916763373567,137.0,0.6532535736511106,9.0,456.0,442.75244455810855,1,dro_minimax_median,-4.32211914663722,-4.32211914663722,-5.304673501683925,9.744916763373567,137.0,0.6532535736511106,456.0,4.0,7.0,0.697,3142,0.18248175182481752,0.8175182481751825,True,COMPLETE
26,-4.206507251278499,14.141456318531459,0.0024416270659427747,0.04189154487865332,0.674,"[-83.0, 0.0]",0.0,-83.0,0.674,0.5,-4.206507251278499,-4.206507251278499,-4.206507251278499,-4.206507251278499,0.0,-5.297598234129623,-5.297598234129623,0.0,0.32599999999999996,-6.189451762027027,-0.9332343027251278,-5.297598234129623,6.251533742331288,4.0,10.13329947317082,133.0,0.7210771947828564,9.0,488.0,409.56295658275496,1,dro_minimax_median,-4.206507251278499,-4.206507251278499,-5.297598234129623,10.13329947317082,133.0,0.7210771947828564,488.0,4.0,6.0,0.671,3142,0.17791411042944785,0.8220858895705522,True,COMPLETE
27,-3.9529928547539894,25.121149927723632,0.0023118651184002026,0.05196179739101449,0.6755,"[-104.0, 0.0]",0.0,-104.0,0.6755,0.5,-3.9529928547539894,-3.9529928547539894,-3.9529928547539894,-3.9529928547539894,0.0,-4.703524857322143,-4.703524857322143,0.0,0.3245,-6.345504935074028,-1.70139684704953,-4.703524857322143,6.4753086419753085,4.0,9.601717297006795,154.0,0.6912081239986868,9.0,495.0,432.5511865034731,1,dro_minimax_median,-3.9529928547539894,-3.9529928547539894,-4.703524857322143,9.601717297006795,154.0,0.6912081239986868,495.0,4.0,6.75,0.671,3142,0.16233766233766234,0.8376623376623377,True,COMPLETE
28,-4.452573571521385,23.846750253291777,0.0029254533027447123,0.08361873019276757,0.6375,"[-96.0, 0.0]",0.0,-96.0,0.6375,0.5,-4.452573571521385,-4.452573571521385,-4.452573571521385,-4.452573571521385,0.0,-5.257431072580476,-5.257431072580476,0.0,0.36250000000000004,-7.182483327232755,-2.038001068344112,-5.257431072580476,6.175824175824176,4.0,10.604278320500516,146.0,0.6774490978555094,8.0,509.0,341.8273670824902,1,dro_minimax_median,-4.452573571521385,-4.452573571521385,-5.257431072580476,10.604278320500516,146.0,0.6774490978555094,509.0,4.0,6.0,0.633,3142,0.16483516483516483,0.8351648351648352,True,COMPLETE
29,-3.785722784124679,0.5504787184539409,0.003352823495831814,0.04396226483671372,0.622,"[-95.0, 0.0]",0.0,-95.0,0.622,0.5,-3.785722784124679,-3.785722784124679,-3.785722784124679,-3.785722784124679,0.0,-4.81390707394388,-4.81390707394388,0.0,0.378,-5.476488506698696,-0.7011699146670769,-4.81390707394388,5.851851851851852,4.0,7.45201845541591,145.0,0.7428193403285087,7.0,529.0,298.2560821478336,1,dro_minimax_median,-3.785722784124679,-3.785722784124679,-4.81390707394388,7.45201845541591,145.0,0.7428193403285087,529.0,4.0,5.0,0.6195,3142,0.12169312169312169,0.8783068783068783,True,COMPLETE
30,-6.131142737714068,0.5254879944538777,0.0024220094138913493,0.1870173106955373,0.6255,"[-131.0, 0.0]",0.0,-131.0,0.6255,0.5,-6.131142737714068,-6.131142737714068,-6.131142737714068,-6.131142737714068,0.0,-7.130596295671718,-7.130596295671718,0.0,0.37450000000000006,-10.03393358884677,-3.1327820638411183,-7.130596295671718,5.748663101604278,4.0,11.316792116218632,181.0,0.6489350205139679,8.0,582.0,412.88031097837,1,dro_minimax_median,-6.131142737714068,-6.131142737714068,-7.130596295671718,11.316792116218632,181.0,0.6489350205139679,582.0,4.0,6.0,0.6225,3142,0.0962566844919786,0.9037433155080213,True,COMPLETE
31,-5.251350562363547,8.181970315076248,0.0036589527679234345,0.00856599107122336,0.662,"[-105.0, 0.0]",0.0,-105.0,0.662,0.5,-5.251350562363547,-5.251350562363547,-5.251350562363547,-5.251350562363547,0.0,-6.657173160304212,-6.657173160304212,0.0,0.33799999999999997,-7.625735600493299,-1.0338827685415535,-6.657173160304212,6.171428571428572,4.0,10.019688823204332,155.0,0.6468816136719923,9.0,499.0,273.30224340871445,1,dro_minimax_median,-5.251350562363547,-5.251350562363547,-6.657173160304212,10.019688823204332,155.0,0.6468816136719923,499.0,4.0,6.0,0.657,3142,0.14285714285714285,0.8571428571428571,True,COMPLETE
32,-2.3811854306433378,4.17617894569081,0.0035646988113557476,0.014744047178852818,0.6495,"[-96.0, 0.0]",0.0,-96.0,0.6495,0.5,-2.3811854306433378,-2.3811854306433378,-2.3811854306433378,-2.3811854306433378,0.0,-3.0294994482130426,-3.0294994482130426,0.0,0.35050000000000003,-3.4504004660829515,-0.4362433779342238,-3.0294994482130426,5.8742857142857146,4.0,7.51932655974592,146.0,0.8111848921051626,8.0,504.0,280.52860926549755,1,dro_minimax_median,-2.3811854306433378,-2.3811854306433378,-3.0294994482130426,7.51932655974592,146.0,0.8111848921051626,504.0,4.0,5.0,0.647,3142,0.13142857142857142,0.8685714285714285,True,COMPLETE
33,-5.4571741876317,4.453444387861006,0.0037839460410284444,0.022730986940213208,0.6335,"[-115.0, 0.0]",0.0,-115.0,0.6335,0.5,-5.4571741876317,-5.4571741876317,-5.4571741876317,-5.4571741876317,0.0,-6.567412973089027,-6.567412973089027,0.0,0.36650000000000005,-8.56996797908768,-2.126457831259717,-6.567412973089027,5.7105263157894735,4.0,10.284131989005928,165.0,0.6381581053168688,8.0,538.0,264.2743815998519,1,dro_minimax_median,-5.4571741876317,-5.4571741876317,-6.567412973089027,10.284131989005928,165.0,0.6381581053168688,538.0,4.0,5.0,0.6305,3142,0.11475409836065574,0.8852459016393442,True,COMPLETE
34,-3.9872798997628576,2.8261670515857116,0.003353868279950271,0.010303125969559535,0.624,"[-97.0, 0.0]",0.0,-97.0,0.624,0.5,-3.9872798997628576,-3.9872798997628576,-3.9872798997628576,-3.9872798997628576,0.0,-4.884027221235913,-4.884027221235913,0.0,0.376,-6.121278112464908,-1.2970379353436923,-4.884027221235913,5.382978723404255,4.0,9.466755813858384,147.0,0.7389351869176396,8.0,538.0,298.1631705628067,1,dro_minimax_median,-3.9872798997628576,-3.9872798997628576,-4.884027221235913,9.466755813858384,147.0,0.7389351869176396,538.0,4.0,5.0,0.6225,3142,0.11170212765957446,0.8882978723404256,True,COMPLETE
35,-4.41971367010945,0.780073625674293,0.003662269932774783,0.15281875975259795,0.604,"[-129.0, 0.0]",0.0,-129.0,0.604,0.5,-4.41971367010945,-4.41971367010945,-4.41971367010945,-4.41971367010945,0.0,-5.188554022758141,-5.188554022758141,0.0,0.396,-7.197431349036942,-2.1131926121633797,-5.188554022758141,5.762626262626263,4.0,9.646810853423704,179.0,0.7311276937681043,7.0,582.0,273.0546951361208,1,dro_minimax_median,-4.41971367010945,-4.41971367010945,-5.188554022758141,9.646810853423704,179.0,0.7311276937681043,582.0,4.0,5.0,0.6015,3142,0.1111111111111111,0.8888888888888888,True,COMPLETE
36,-4.436719212213733,2.9783627765122063,0.0035222154715552818,0.028006969548553813,0.6265,"[-102.0, 0.0]",0.0,-102.0,0.6265,0.5,-4.436719212213733,-4.436719212213733,-4.436719212213733,-4.436719212213733,0.0,-5.136485062708496,-5.136485062708496,0.0,0.37350000000000005,-7.342734232534447,-2.337421660729444,-5.136485062708496,5.775401069518717,4.0,10.843313940852905,152.0,0.6768279790456254,8.0,548.0,283.91221606849524,1,dro_minimax_median,-4.436719212213733,-4.436719212213733,-5.136485062708496,10.843313940852905,152.0,0.6768279790456254,548.0,4.0,5.5,0.624,3142,0.12834224598930483,0.8716577540106952,True,COMPLETE
37,-6.44846409483608,6.439456668311509,0.0032876182948021458,0.015444907741322577,0.654,"[-81.0, 0.0]",0.0,-81.0,0.654,0.5,-6.44846409483608,-6.44846409483608,-6.44846409483608,-6.44846409483608,0.0,-8.431734825272848,-8.431734825272848,0.0,0.346,-8.858470381812582,-0.4986519035257782,-8.431734825272848,6.317919075144508,4.0,9.500863766893419,131.0,0.683635197069935,8.0,505.0,304.17156443649174,1,dro_minimax_median,-6.44846409483608,-6.44846409483608,-8.431734825272848,9.500863766893419,131.0,0.683635197069935,505.0,4.0,6.0,0.6495,3142,0.15028901734104047,0.8497109826589595,True,COMPLETE
